Status,Subj,Num,Title Short,Title Long,Type/Instr Met,Level,College,Dept,Cred Hrs,Description
Active,INT,6943,Integrative Exp Learning,Integrative Experiential Learning,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Offers students an opportunity to clarify their vision of a successful professional future, identify goals to achieve that vision, and assess career growth opportunities. Explores how to frame a growth strategy using internal and external scanning mechanisms, negotiation and persuasion, research, and critical reflection. Students refine an applied research topic, perform research, develop recommendations for addressing a key performance area within their existing workplace, and create a plan for implementing their recommendations. Students review ""lessons learned"" and incorporate suggestions from this review to improve and finalize their integrated plan. With permission from their host organization, students may go on to implement elements of their project in a current or upcoming project, where feedback is provided from stakeholders, including their corporate sponsor."
Active,IRM,6962,Elective,Elective,Type: Off-campus instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,ITC,0913,Web Use in the Classroom,Using Social Networking and Web 2.0 Technologies in the Classroom,Type: Lecture | Instr Met:,CP,PS,CPS,6.8,"Offers students an opportunity to engage in social networking while learning the fundamentals of Web 2.0 technologies that foster cohesion, connect classrooms globally, and generate content via social interaction. Explores social networking resources that are available to educators and how these technologies can transform teaching and learning. Offers students an opportunity to learn to create professional learning networks that integrate into the classroom. Examples of social networking sites include Ning, Twitter, and wikis. Focuses on multimedia tools for teaching and learning that integrate with social networking tools. Students spend time face-to-face and online designing and sharing curriculum-based activities that incorporate these newer Web 2.0 tools."
Active,ITC,1000,Computer Applications,Computer Applications,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Offers a beginning course in computer productivity tools for those with little or no prior experience. Introduces basic elements of organizing computer files and folders and of creating word processing documents, spreadsheets, and presentations. Requires a Windows environment."
Active,ITC,1100,Human-Computer Interaction,Human-Computer Interaction,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Surveys human-computer interaction concepts, theory, and practice, focusing on its interdisciplinary nature. Describes the principles of human-computer interaction and the practice of user interface design. Discusses the major human information processing subsystems (perception, memory, attention, and problem solving), and introduces usability metrics and evaluation methods."
Active,ITC,1200,Operating Systems Concepts,Operating Systems Concepts,Type: Lecture | Instr Met:,UC,PS,CPS,3,Introduces students to the basic structure and organization of computer operating systems. Examines the functional characteristics of major computer components and their relationship to control by software. Topics include general computer organization and configuration. Compares characteristics of different operating systems such as Windows and UNIX.
Active,ITC,1990,Elective,Elective,Type: Off-campus instruction | Instr Met:,UC,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,ITC,2000,Princ Systems Analysis/Design,Principles of Systems Analysis and Design,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Introduces the methodologies, models, tools, and techniques used in modern system development. Topics covered include project life-cycle models, project management techniques, requirements elicitation, use-case analysis, business rules, system design approaches, and graphic modeling with the Unified Modeling Language (UML). Offers students an opportunity to analyze and document a business case; complete a system analysis; and design, model, and prepare a project plan."
Active,ITC,2016,End-User Data Analysis Tools,End-User Data Analysis Tools,Type: Lecture | Instr Met:,UC,PS,CPS,3,Focuses on technical skills used for acquiring and analyzing data with advanced spreadsheet tools and with end-user database software. Students use advanced word processing techniques to present the results of data analysis. Expects students to already have basic skills in word processing and spreadsheet applications. Course uses Windows-based applications.
Active,ITC,2100,Intro to Programming (Java),Introduction to Programming (Java),Type: Lecture | Instr Met:,UC,PS,CPS,3,"Offers a hands-on first programming course for those with no prior programming experience. Covers basic programming logic and syntax. Uses object-oriented programming concepts, including arrays, methods, classes, and instantiation. Offers students an opportunity to code stand-alone computer applications with graphical user interfaces (GUI) using modern interactive development tools."
Active,ITC,2200,Networking Foundations,Networking Foundations,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Introduces principles of computer networks, network architectures, network topologies, network protocols, and layering concepts. Addresses both theoretical aspects, such as performance modeling and analysis, and practical considerations of implementing Internet protocols."
Active,ITC,2300,Database Management Systems,Database Management Systems,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Introduces Structured Query Language (SQL). Topics include designing normalized data tables for use in a relational database management system, creating entity-relationship models, database transaction processing, and security."
Active,ITC,2400,Web and Mobile Development,Web and Mobile Development,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Studies modern markup languages and standards (HTML5 and CSS) for cross-platform webpages and applications. Through lectures, discussions, and hands-on projects, offers students an opportunity to learn common best practices in graphical interface design and usability for different target audiences. They then have an opportunity to apply these design skills by refining creative designs into websites through an iterative process of creating hand-drawn storyboards, then coding wireframes, adding basic web content, and finally making pages responsive so that they are suitable for a variety of mobile devices. Webpage artifacts include tables, images, links, and simple apps."
Active,ITC,2430,E-Commerce Systems,E-Commerce Systems,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Introduces the theory and practice of doing business on the Internet. Begins with the infrastructure that makes e-commerce possible, including Internet protocols, Internet applications, and Internet languages. Examines e-commerce software, e-commerce security issues, and e-commerce payment systems. Topics in business strategies for e-commerce include purchasing, electronic data interchange, supply chain management, virtual communities, and Web portals. Offers students an opportunity to understand how tools and strategies may be applied to e-business models, including business-to-business (B2B) and business-to-consumer (B2C). Examines international, legal, and ethical issues as they relate to e-commerce."
Active,ITC,2990,Elective,Elective,Type: Off-campus instruction | Instr Met:,UC,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,ITC,3100,Adv App Development (Android),Advanced Applications Development (Android),Type: Lecture | Instr Met:,UC,PS,CPS,3,Focuses on developing complex end-user applications (for Android) that address a business problem or opportunity. Topics include utilizing database interfaces and managing user sessions.
Active,ITC,3150,Database Websites,Database Websites,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Offers students an opportunity to integrate relational databases into webpages. Covers how to query, update, and manage databases. Emphasizes using basic programming techniques (loops, conditionals, built-in functions) to interact with existing relational databases. All software used in the course is open source and runs on a variety of platforms."
Active,ITC,3220,Mobile & Wireless Networking,Mobile and Wireless Networking,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Covers technologies used for wireless and mobile business applications. Topics include wireless network protocols, cellular phone carriers, wireless platform operating systems, and wireless security issues."
Active,ITC,3250,UNIX Systems Administration,UNIX Systems Administration,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Covers the essential skills needed to manage the day-by-day operations of a UNIX computer system. Topics include techniques for adding new users and groups and management of the file system, focusing on access controls. Covers backup plans and techniques as well as job scheduling and basic networking in the UNIX environment. Offers students an opportunity to build shell scripting skills."
Active,ITC,3300,Structured Query Lang (SQL),Structured Query Language (SQL),Type: Lecture | Instr Met:,UC,PS,CPS,3,"Covers concepts and techniques for manipulating relational databases. Offers students an opportunity to learn to code native SQL for creating and accessing data tables, indexing, arithmetic operations, loops, arrays, multiple table processing, I/P operations, data-type conversions, and views."
Active,ITC,3320,Data Warehousing Technologies,Data Warehousing Technologies,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Offers students an opportunity to learn how organizations construct and maintain data warehouses built from operational databases. Topics include a comparison of data warehouse architectures, how to build a data warehouse, and how to structure databases for efficient data analysis."
Active,ITC,3400,Web Design and Multimedia,Web Design and Multimedia,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Covers the history of multimedia technology, focusing on the uses of multimedia in website development. Examines the technical and design aspects of basic components of multimedia: text, audio, graphics, video, sound, animation, and virtual reality. Emphasizes the use of multimedia in user interfaces. This is a hands-on course in which students practice techniques throughout the course."
Active,ITC,3500,IT Project Management,IT Project Management,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Covers the tools and techniques used to manage information technology (IT) projects. Topics include project planning, scheduling, and budgeting and project management tools (PERT/CPM/Gantt). Discusses all phases of IT projects from proposal evaluation through postimplementation reviews. Offers students an opportunity to plan and develop a project that provides a practical application of the topics covered in class."
Active,ITC,3620,Legal and Ethical Issues Cyber,Legal and Ethical Issues in Cybersecurity,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Describes the legal and ethical issues associated with information security. Emphasizes national and international laws relating to information assurance and data use and emerging technologies for management of digital rights. Examines criminal activities such as computer fraud and abuse, desktop forgery, embezzlement, child pornography, computer trespass, and computer piracy."
Active,ITC,3990,Elective,Elective,Type: Off-campus instruction | Instr Met:,UC,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,ITC,4200,Network Security,Network Security,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Explores the theory and practice of computer security, focusing on the security aspects of multiuser systems and the Internet. Topics include cryptography concepts, firewalls; viruses; two-tier authentication; Trojan horses; password security; biometrics; VPNs; Internet protocols such as SSL, IPsec, PGP, SNMP, SSH; and others."
Active,ITC,4260,Database Administration,Database Administration,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Offers students an opportunity to obtain a conceptual understanding of the database architecture and how the various components work and interact with each other. Topics include the creation and maintenance of a relational database. Practical hands-on training includes management of database instances, log files, control files, backup management, and an understanding of the data dictionary."
Active,ITC,4600,Information Security Mgmt,Information Security Management,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Covers management issues occurring within the field of information security. Topics include asset classification and control (protecting the most valuable information of the organization); personnel security (employee awareness); security as a part of everyday communications and operations; business continuity management; and compliance (legal, internal/external, audit, and other concerns)."
Active,ITC,4660,Encryption Concepts,Encryption Concepts,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Surveys the principles and the practices of encryption and cryptography and the core encryption algorithms used in digital communication. Discusses core information assurance building blocks--such as authentication, digital signatures, key management, and digital certificates--and applies these concepts to important security architectures, including the IP networks and the cellular system."
Active,ITC,4670,Software Vulnerabilities,Software Vulnerabilities,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Seeks to help students to become aware of systems software security issues and to gain a basic understanding of software security measures. Discusses software in use today, their related vulnerabilities, and how they are exploited. Examines protection and detection techniques and the secure software development life cycle."
Active,ITC,4680,Forensics in Info Technology,Forensics in Information Technology,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Explores the techniques used in computer forensic examinations. Examines computer hardware, physical and logical disk structure, and computer forensic techniques. Builds awareness of the tools and techniques to investigate, seize, and analyze computer-based evidence."
Active,ITC,4840,Preparation for IT Project,Preparation for Information Technology Project,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Offers students an opportunity to apply their knowledge of systems analysis to develop a comprehensive written business case for an IT project. Reviews the principles of developing a business case and high-level solution model. Working closely with the instructor, students are asked to identify a technological need of actual interest for local companies, communities, or students' workplace; research the legal, marketing, social, and organizational viability of providing a solution; and follow the systems analysis process to develop a comprehensive written proposal that documents user requirements, alternative solutions, and the selection of the most appropriate solution. The goal is to develop a formal project plan for actual execution of the solution in ITC 4850."
Active,ITC,4850,Information Tech Project,Information Technology Project,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Offers students an opportunity to apply their knowledge of systems analysis to develop a comprehensive written business case for an IT project. Reviews the principles of developing a business case and high-level solution model. Working closely with the instructor, students are asked to identify a technological need of actual interest for local companies, communities, or students' workplace; research the legal, marketing, social, and organizational viability of providing a solution; and follow the systems analysis process to develop a comprehensive written proposal that documents user requirements, alternative solutions, and the selection of the most appropriate solution. A formal project plan is then developed for actual execution of the solution."
Active,ITC,4955,Project,Project,Type: Individual Instruction | Instr Met:,UC,PS,CPS,1 to 4,"Provides students with an opportunity to demonstrate the skills they have learned throughout the program by developing an end-to-end proposal and plan for an IT application and the infrastructure it relies on. The project requires a justification, a budget, an architecture document, a presentation, and a project plan. May be repeated without limit."
Active,ITC,4983,Topics,Topics,Type: Lecture | Instr Met:,UC,PS,CPS,1 to 4,Covers special topics in information technology. May be repeated without limit.
Active,ITC,4990,Elective,Elective,Type: Off-campus instruction | Instr Met:,UC,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,ITC,5010,IT Strategy and Governance,Information Technology Strategy and Governance,Type: Lecture | Instr Met:,UC,PS,CPS,2.3,"Focuses on the strategic use of information technology (IT) from a business perspective at the enterprise level. Covers business fundamentals and a strategic framework for aligning organizational strategy, core competencies, and information systems. Covers strategic IT management, including IT policy and governance, accountability frameworks, financial analysis, risk management, and legal compliance issues."
Active,ITC,5020,Info Sys Design and Developmnt,Information Systems Design and Development,Type: Lecture | Instr Met:,UC,PS,CPS,2.3,"Discusses the planning, analysis, design, and implementation of computer-based information systems, focusing on the methodologies and procedures used in organizational problem solving and systems development. Topics include the systems development life cycle; project management; requirements analysis and specification; feasibility and cost-benefit analysis; logical and physical design; prototyping; system validation, deployment, and postimplementation review. Additional topics may include platform and database selection and integration issues, CASE tools, end-user training, maintenance, and object-oriented analysis and design."
Active,ITC,5035,Info Tech Project Management,Information Technology Project Management,Type: Lecture | Instr Met:,UC,PS,CPS,2.3,"Covers the tools and techniques used to manage information technology (IT) projects. Topics include project planning, scheduling, and budgeting; project management tools (i.e., PERT/CPM/GANTT); and human resources management. Discusses all phases of IT projects from proposal writing through post-release maintenance issues. Offers students an opportunity to plan and develop a project that provides a practical application of the topics covered in class."
Active,ITC,5080,Network Security Concepts,Network Security Concepts,Type: Lecture | Instr Met:,UC,PS,CPS,2.3,"Focuses on security concepts, issues, terms, and definitions, as well as the strategic value of being secured. Key topics include planning for network security, security and network protocols, end-user and administrator training, and securing existing networks. Addresses management issues related to network security, including the ethical considerations that arise from decisions regarding access, reporting, monitoring, and use."
Active,ITC,5300,Fdns of Information Security,Foundations of Information Security,Type: Lecture | Instr Met:,UC,PS,CPS,2.3,"Offers an overview of the threats to the security of information systems, the responsibilities and basic tools for information security, and the levels of training and expertise needed in organizations to reach and maintain a state of acceptable security. Topics include an introduction to confidentiality, integrity and availability, authentication, encryption and access controls, intrusion detection and response, social engineering, physical security, policy formation and enforcement, legal and social issues, and risk management."
Active,ITC,5400,Foundations of Informatics,Foundations of Informatics,Type: Lecture | Instr Met:,UC,PS,CPS,2.3,"Introduces the fundamental properties of information, technologies, and people within an increasingly complex infrastructure and social system. Offers students an opportunity to learn theoretical foundations and applications of informatics and to explore technical and social issues—including policy choices, ethical issues, and legal obligations—with IT applications and solutions in various specific settings, such as business, education, healthcare, and government. Offers students a broad perspective and understanding of informatics as both a scientific field as well as a highly applied discipline in specific contexts that may help direct them to future career concentrations."
Active,ITC,5420,Intro Cloud Compute Apps/Mgmt,Introduction to Cloud Computing Applications and Management,Type: Lecture | Instr Met:,UC,PS,CPS,2.3,"Offers an overview of theoretical and practical aspects of distributed systems and cloud computing. Cloud computing and web services are creating a huge demand for IT professionals to manage large-scale infrastructure and vast networks. Examines frameworks, techniques, and existing IT solutions to manage internet services at different levels (infrastructure, platform, and software) and to support the key characteristics of cloud computing, including virtualization, requirement for high reliability and security, extendability, and versatility."
Active,ITC,5460,Cloud Analytics,Cloud Analytics,Type: Lecture | Instr Met:,UC,PS,CPS,2.3,"Introduces students to a set of techniques, tools, and applications to help clients extract and harvest information from massive data (e.g., social media sites, e-commerce websites) through a cloud platform adopted by a business. Also introduces techniques to help clients migrate historical data to cloud systems, as new cloud systems provide contemporary analytics solutions. Offers students an opportunity to gain the technical strength to assist data analytics process and business intelligence in the context of a cloud computing platform. Cloud analytics is an emerging topic that helps establish a cloud computing service mode, aiming to assist and facilitate data analytics process through a public or private cloud."
Active,ITC,5480,AWS Cloud Architecting,Amazon Web Service (AWS) Cloud Architecting,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Exposes students to advanced technical topics to assist in the development of expertise in AWS cloud computing. Offers students an opportunity to gain the skills needed to pursue certification as an AWS Certified Solutions Architect–Associate, one of the most valuable IT certificates. Includes reading materials provided by AWS Academy, guided instruction in the classroom, hands-on labs operated by AWS, project work, and free practice exam if students wish to pursue certification after completing the course. Successful students have the ability to demonstrate knowledge and skills of how to architect and deploy secure and robust applications on AWS technologies."
Active,ITC,6000,Database Management Systems,Database Management Systems,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Covers the use and capabilities of modern database management systems with an emphasis on performance and reliability. After a brief review of conceptual data models and database design, the focus moves to the underlying technology--database engines, storage and indexing, memory use, the relational model, normalization/de-normalization, query processing, and SQL. Also discusses the need for and design of concurrency control, integrity, security, and recovery capabilities."
Active,ITC,6010,IT Strategy and Governance,Information Technology Strategy and Governance,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Focuses on the strategic use of information technology (IT) from a business perspective at the enterprise level. Covers business fundamentals and a strategic framework for aligning organizational strategy, core competencies, and information systems. Covers strategic IT management, including IT policy and governance, accountability frameworks, financial analysis, risk management, and legal compliance issues."
Active,ITC,6015,Enterprise Info Architecture,Enterprise Information Architecture,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Introduces the theory, framework/model, methodology, and tools that enhance business and organizations' ability to discover, access, and understand data and to integrate IT and information resources, with an ultimate goal to produce information needed to make critical decisions and support business functions. Data and information management is critical to modern businesses. Covers best practices using cases studies in a more practical, comprehensive approach to delivering the subject matter involving the application of tools."
Active,ITC,6020,Info Sys Design and Developmnt,Information Systems Design and Development,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Discusses the planning, analysis, design, and implementation of computer-based information systems, focusing on the methodologies and procedures used in organizational problem solving and systems development. Topics include the systems development life cycle; project management; requirements analysis and specification; feasibility and cost-benefit analysis; logical and physical design; prototyping; system validation, deployment, and postimplementation review. Additional topics may include platform and database selection and integration issues, CASE tools, end-user training, maintenance, and object-oriented analysis and design."
Active,ITC,6030,Computer Systems and Networks,Computer Systems and Networks,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Introduces the basic concepts of computer systems and networks. Covers operating system services, file systems, resource management, synchronization, the concept of a process, and process cooperation and interference. Introduces networks, including network architectures, network protocols, and communication paradigms (point-to-point, multicast/broadcast, and connectionless vs. connection-oriented). Uses examples from real operating systems and networks (Unix, Linux, Windows, TCP/IP, and Ethernet) to reinforce the concepts."
Active,ITC,6035,Info Tech Project Management,Information Technology Project Management,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Covers the tools and techniques used to manage information technology (IT) projects. Topics include project planning, scheduling, and budgeting; project management tools (i.e., PERT/CPM/GANTT); and human resources management. Discusses all phases of IT projects from proposal writing through postrelease maintenance issues. Offers students an opportunity to plan and develop a project that provides a practical application of the topics covered in class."
Active,ITC,6040,Informatics Capstone,Informatics Capstone,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Offers students an opportunity to produce a polished paper, presentation, or product that reflects their training and focus in the fields of information systems (IS) and information technology (IT). Emphasizes aspects of integrating IS systems, technical architectures, and enterprise functions. Also offers students an opportunity to incorporate issues involving research and development or business and market strategies. Strongly encourages students to create a portfolio piece that can be shown to potential employers or current supervisors."
Active,ITC,6045,"IT Policy, Ethics, Social Resp","Information Technology Policy, Ethics, and Social Responsibility",Type: Lecture | Instr Met:,GP,PS,CPS,3,"Explores the policy choices, ethical issues, and legal obligations faced by organizations in the information age. Topics include intellectual property, freedom of expression, privacy, national security, impact of information technology (IT) on the work and home lives of employees, and ethical codes of conduct for IT professionals. Intended to sensitize IT managers and professionals to the issues that arise when doing business in an interconnected world and to develop an understanding of how to ethically and legally operate and use modern computer systems and networks."
Active,ITC,6080,Network Security Concepts,Network Security Concepts,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Focuses on security concepts, issues, terms, and definitions, as well as the strategic value of being secured. Key topics include planning for network security, security and network protocols, end-user and administrator training, and securing existing networks. Addresses management issues related to network security, including the ethical considerations that arise from decisions regarding access, reporting, monitoring, and use."
Active,ITC,6082,Network Protection,Network Protection,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Examines the technical methods used to ensure that information using wired and wireless media reaches only those for whom it was intended. Covers the technical tools to protect information from external compromise. Explores load balancing, wireless access, Web security issues, and network intrusion detection. Offers students an opportunity to develop a detailed understanding of authentication, firewall configuration, and rule sets and to learn to address and prevent security issues related to intranets, extranets, enterprise networks, and the Internet."
Active,ITC,6300,Foundations of Info Security,Foundations of Information Security,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Offers an overview of the threats to the security of information systems, the responsibilities and basic tools for information security, and the levels of training and expertise needed in organizations to reach and maintain a state of acceptable security. Topics include an introduction to confidentiality, integrity and availability, authentication, encryption and access controls, intrusion detection and response, social engineering, physical security, policy formation and enforcement, legal and social issues, and risk management."
Active,ITC,6305,IT Infrastructure,"IT Infrastructure (Systems, Networks, Telecom)",Type: Lecture | Instr Met:,GP,PS,CPS,3,"Introduces the elements of IT infrastructure--systems, networks, and telecommunications. Telecommunication fundamentals include data, voice, image, and video. Covers the concepts, models, architectures, protocols, standards, and security for the design, implementation, and management of digital networks. Discusses the essentials of local area networks (LANs), metropolitan area networks (MANs), and wide area networks (WANs)."
Active,ITC,6310,Information Security Govrnance,Information Security Governance,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Covers the foundations for the policy, law, regulatory, and ethical accountability frameworks that information security risk managers must work within. Information security governance is an overarching consideration in all risk-management-related endeavors, and it is understood to be of supreme importance for information security since many issues have legal, regulatory, policy, and ethical considerations."
Active,ITC,6315,Info Security Risk Management,Information Security Risk Management,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Focuses on assessing, modeling, communicating, and addressing risk issues. Covers statistical, financial, technical, and other risk-assessment and risk-modeling techniques and tools. Explores policy and governance frameworks for information security risk management and the legal, behavioral, and social issues that arise in implementing security policies. Offers students an opportunity to develop risk assessments and present and justify mitigation proposals."
Active,ITC,6320,Info Security Technology,Information Security Technology,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Covers key information security technologies and the context needed for deploying them successfully. Security technology has come a long way, and organizations need to deploy a variety of security devices and tools, such as intrusion detection systems and firewalls, to solve the most pressing information security problems."
Active,ITC,6325,Cisa Preparation,CISA Preparation,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Includes all seven domains that make up the body of knowledge covered by the CISA examination. Offers students an opportunity to obtain the knowledge and technical concepts required to achieve this certification. Topics include technical infrastructure and operations, management planning and organization of information systems, applications development, protection of information assets, business process evaluations and risk management, disaster recovery planning, and the formal audit process."
Active,ITC,6330,Cissp Preparation,CISSP Preparation,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Includes all ten domains that make up the body of knowledge covered by the CISSP examination. Offers students an opportunity to obtain the knowledge and technical concepts required to achieve this certification. Topics include security management practices; access control systems; telecommunications and network security; cryptography; security architecture and models; operations security; applications and systems development; business continuity planning and disaster recovery planning; law, investigation, and ethics; and physical security. The CISSP certification is governed by the International Information Systems Security Certifications Consortium and is universally recognized as a key component in the selection process for management-level information security positions."
Active,ITC,6345,Systems & Network Administratn,Systems and Network Administration,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Focuses on the skills, tools, and best practices required to provide and support computing infrastructure and services. Covers system installation and configuration, defining users and groups, user authentication, file systems, configuring and managing system and network services, client/server systems, and Web site administration. Also discusses troubleshooting, backup/recovery, security issues and policies, user/customer interaction, and the ethical and legal responsibilities of a system administrator."
Active,ITC,6355,Web App Design & Developmnt,Web Application Design and Development,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Introduces the development of Web applications. Topics covered include Web servers, Web application servers, Web application development methods, client-side and server-side scripting, and Web application development techniques. Offers students an opportunity to learn to construct and maintain a well-designed Web site and use state-of-the-art Web application development tools and languages to develop Web applications. Other topics include Web application security, session management, design patterns, and reusable Web application components."
Active,ITC,6400,Foundations of Informatics,Foundations of Informatics,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Introduces the fundamental properties of information, technologies, and people within an increasingly complex infrastructure and social system. Offers students an opportunity to learn theoretical foundations and applications of informatics and to explore technical and social issues--including policy choices, ethical issues, and legal obligations--with IT applications and solutions in various specific settings, such as business, education, healthcare, and government. Offers students a broad perspective and understanding of informatics as both a scientific field as well as a highly applied discipline in specific contexts that may help direct them to future career concentrations."
Active,ITC,6410,Fund Human Behave Interact Sys,Fundamentals of Human Behaviors for Interactive Systems,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Introduces basic principles of cognitive and social psychology relevant to the design and use of interactive systems and applications. Offers students an opportunity to examine topics including human perception (e.g., how we identify, organize, and interpret information); human memory capacity and operation (e.g., how we recognize and recall information, and how we learn to develop skills and expertise); and human reasoning and decision making. Understanding how the human mind works and the limitation of our mental capacities may ultimately provide valuable insights to apply user-centered approaches in interface design as well as interactive systems development."
Active,ITC,6420,Intro Cloud Compute Apps/Mgmt,Introduction to Cloud Computing Applications and Management,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Offers an overview of theoretical and practical aspects of distributed systems and cloud computing. Cloud computing and web services are creating a huge demand for IT professionals to manage large-scale infrastructure and vast networks. Examines frameworks, techniques, and existing IT solutions to manage internet services at different levels (infrastructure, platform, and software) and to support the key characteristics of cloud computing, including virtualization, requirement for high reliability and security, extendability, and versatility."
Active,ITC,6440,Mobile Technology and Security,Mobile Technology and Security,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Seeks to provide a comprehensive learning experience in the many domains that comprise mobile device technology and related security topics. Mobile technology is ubiquitous in business and personal life to the point that this technology has become a requirement in every facet of the world. Offers students an opportunity to gain an in-depth history and overview of this industry; the current providers that transform the technology; mobile designs; wireless communication technologies; user experiences, which inherently correlate to their own utilization of mobile devices; and security topics related to mobile technology."
Active,ITC,6450,Adv. Cloud Comp. Apps. Mgmt.,Advanced Cloud Computing Applications and Management,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Offers a comprehensive learning experience in advanced concepts within cloud computing. Cloud computing has become a disruptive technology that has dramatically transformed the IT industry by offering scalability and delivery options that had not existed previously. Offers students an opportunity to gain an in-depth knowledge of concepts, programming models, virtualization options, file systems, architectures, storage, and secure computation, as well as to learn contemporary industry trends and what the future holds in the advanced concepts of cloud computing."
Active,ITC,6460,Cloud Analytics,Cloud Analytics,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Introduces students to a set of techniques, tools, and applications to help clients extract and harvest information from massive data (e.g., social media sites, e-commerce websites) through a cloud platform adopted by a business. Also introduces techniques to help clients migrate historical data to cloud systems, as new cloud systems provide contemporary analytics solutions. Offers students an opportunity to gain the technical strength to assist data analytics process and business intelligence in the context of a cloud computing platform. Cloud analytics is an emerging topic that helps establish a cloud computing service mode, aiming to assist and facilitate data analytics process through a public or private cloud."
Active,ITC,6470,Ent Data Storage and Mgmt Tech,Enterprise Data Storage and Management Technologies,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Provides a comprehensive learning experience in many domains that comprise data storage and storage management technologies. Students have an opportunity to gain in-depth knowledge of storage system architecture, business continuity, storage security, and storage infrastructure management processes. Technology trends such as shared-service infrastructures, cloud computing, Big Data, and the Internet of Things are all changing the way data is processed, stored, and used in enterprises. There is an increasing need for skilled data storage architects and managers to handle manage massive amounts of data in enterprise and cloud environments."
Active,ITC,6480,AWS Cloud Architecting,Amazon Web Service (AWS) Cloud Architecting,Type: Lecture | Instr Met:,GP,PS,CPS,4,"Exposes students to advanced technical topics to assist in the development of expertise in AWS cloud computing. Offers students an opportunity to gain the skills needed to pursue certification as an AWS Certified Solutions Architect–Associate, one of the most valuable IT certificates. Includes reading materials provided by AWS Academy, guided instruction in the classroom, hands-on labs operated by AWS, project work, and free practice exam if students wish to pursue certification after completing the course. Successful students have the ability to demonstrate knowledge and skills of how to architect and deploy secure and robust applications on AWS technologies."
Active,ITC,6490,Ethical Hacking,Ethical Hacking,Type: Lecture | Instr Met:,GP,PS,CPS,3,"Exposes students to the different phases of hacking, specific skills for penetration/intrusion testing, and demonstrates hands-on techniques in ethical hacking. Offers students an opportunity to gain technical capabilities to secure information systems and protect networks from hackers."
